SERVICE_REQUEST_NUMBER,ADDRESS,CITY_COUNCIL_DISTRICT,DEPARTMENT,SERVICE_REQUEST_TYPE,ERT(ESTIMATED_RESPONSE_TIME),ERT_MEASURED_IN,OVERALL_SERVICE_REQUEST_DUE_DATE,STATUS,CREATED_DATE,UPDATED_DATE,CLOSED_DATE,OUTCOME,PRIORITY,METHOD_RECEIVED_DESC,LAT_LONG_VALUE,UNIQUE_KEY
19-01385585,"4916 COLUMBIA AVE, DALLAS, TX, 75214",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,02/10/2020 11:59:00 PM,Closed,12/02/2019 10:18:35 AM,01/27/2020 02:40:17 AM,12/02/2019 10:18:35 AM,Investigation Complete,Standard,API,"(32.79550629736287000,-96.76288537940093000)",500t000000OduIqAAJ
19-01319821,"500 W JEFFERSON BLVD, DALLAS, TX, 75208",1,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/21/2020 11:59:00 PM,Closed,11/12/2019 11:38:42 AM,01/27/2020 02:48:44 AM,11/12/2019 11:38:42 AM,Investigation Complete,Standard,API,"(32.74297105687009000,-96.83029913177775000)",500t000000ObdHIAAZ
20-00018739,"12375 GARLAND RD, GARLAND, TX, 75238",,Public Works,Graffiti City Streets & Bridges - PBW,7 Business Days,Business Days,01/28/2020 11:59:00 PM,New,01/07/2020 12:50:36 PM,01/27/2020 02:33:35 AM,01/07/2020 12:50:36 PM,,Standard,Phone,"(32.86728107476459000,-96.66885634766336000)",500t000000Q0AK8AAN
19-01231157,"800 W JEFFERSON BLVD, DALLAS, TX, 75208",1,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,12/27/2019 11:59:00 PM,Closed,10/18/2019 08:23:12 AM,01/27/2020 02:22:58 AM,10/18/2019 08:23:12 AM,Investigation Complete,Standard,API,"(32.74300405104718000,-96.83585813802340000)",500t000000NXRVMAA5
20-00035082,"12921 ABRAMS RD, DALLAS, TX, 75243",10,Public Works,Graffiti City Streets & Bridges - PBW,7 Business Days,Business Days,01/31/2020 11:59:00 PM,Closed,01/11/2020 08:29:01 PM,01/27/2020 02:07:49 AM,01/11/2020 08:29:01 PM,Work Could not be Completed,Standard,API,"(32.92265078288570400,-96.73568833051027000)",500t000000Q0lUSAAZ
19-01239713,"4402 LEMMON AVE, DALLAS, TX, 75219",14,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,12/30/2019 11:59:00 PM,Closed,10/21/2019 11:34:36 AM,01/27/2020 02:53:42 AM,10/21/2019 11:34:36 AM,Investigation Complete,Standard,API,"(32.81810629078163500,-96.81246801222743000)",500t000000NZNquAAH
19-01402108,"3640 SYLVAN AVE, DALLAS, TX, 75207",6,Public Works,Graffiti City Streets & Bridges - PBW,7 Business Days,Business Days,12/30/2019 11:59:00 PM,Closed,12/05/2019 12:45:20 PM,01/27/2020 02:28:01 AM,12/05/2019 12:45:20 PM,Work Could not be Completed,Standard,Phone,"(32.79049749509807000,-96.83469828355966000)",500t000000OeRryAAF
19-01464112,"753 W ILLINOIS AVE, DALLAS, TX, 75224",1,Public Works,Graffiti City Streets & Bridges - PBW,7 Business Days,Business Days,01/10/2020 11:59:00 PM,Closed,12/23/2019 09:36:36 PM,01/27/2020 01:41:43 AM,12/23/2019 09:36:36 PM,Work Completed,Standard,API,"(32.72058102223795000,-96.83593099702358000)",500t000000PykdwAAB
19-01235719,"2801 ELM ST, DALLAS, TX, 75226",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,12/27/2019 11:59:00 PM,Closed,10/19/2019 02:50:50 PM,01/27/2020 02:22:42 AM,10/19/2019 02:50:50 PM,Investigation Complete,Standard,API,"(32.78483555774498400,-96.78360416556589000)",500t000000NYWC5AAP
19-01201247,"1130 S EWING AVE, DALLAS, TX, 75216",4,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,12/18/2019 11:59:00 PM,Closed,10/09/2019 05:44:38 PM,01/27/2020 02:32:25 AM,10/09/2019 05:44:38 PM,Investigation Complete,Standard,API,"(32.73553527086223600,-96.81130064040869000)",500t000000N5ffjAAB
19-01411484,"4602 COLUMBIA AVE, DALLAS, TX, 75226",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,02/17/2020 11:59:00 PM,Closed,12/09/2019 09:44:56 AM,01/27/2020 02:55:09 AM,12/09/2019 09:44:56 AM,Investigation Complete,Standard,API,"(32.79254178084165000,-96.76648658850344000)",500t000000OelgbAAB
19-01304064,"5014 ROSS AVE, DALLAS, TX, 75206",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/16/2020 11:59:00 PM,Closed,11/07/2019 02:03:27 PM,01/27/2020 01:58:17 AM,11/07/2019 02:03:27 PM,Investigation Complete,Standard,API,"(32.80710925095993000,-96.77491117918856000)",500t000000NiUcIAAV
19-01338266,"2102 S CESAR CHAVEZ BLVD, DALLAS, TX, 75215",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/24/2020 11:59:00 PM,In Progress,11/16/2019 05:03:56 PM,01/27/2020 02:41:59 AM,11/16/2019 05:03:56 PM,,Standard,API,"(32.77194480947063000,-96.78162544022706000)",500t000000OcFRlAAN
19-01314927,"10202 BLACK HICKORY RD, DALLAS, TX, 75243",10,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/20/2020 11:59:00 PM,Closed,11/11/2019 11:27:10 AM,01/27/2020 02:48:23 AM,11/11/2019 11:27:10 AM,Investigation Complete,Standard,Phone,"(32.91415708439312000,-96.70884257666165000)",500t000000ObSryAAF
19-01427597,"4416 ROSS AVE, DALLAS, TX, 75204",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,02/20/2020 11:59:00 PM,In Progress,12/12/2019 01:48:19 PM,01/27/2020 02:28:44 AM,12/12/2019 01:48:19 PM,,Standard,API,"(32.80208532120453000,-96.78094776521485000)",500t000000OfTIJAA3
19-01261695,"5016 GASTON AVE, DALLAS, TX, 75214",14,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/03/2020 11:59:00 PM,Closed,10/26/2019 01:52:36 PM,01/27/2020 01:52:22 AM,10/26/2019 01:52:36 PM,Investigation Complete,Standard,API,"(32.80161550844377000,-96.76733618367892000)",500t000000NsdYOAAZ
19-01390635,"1500 S BUCKNER BLVD, DALLAS, TX, 75217",5,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,02/11/2020 11:59:00 PM,Closed,12/03/2019 10:39:14 AM,01/27/2020 02:37:35 AM,12/03/2019 10:39:14 AM,Investigation Complete,Standard,API,"(32.73792440765044000,-96.68266499997969000)",500t000000Oe4zaAAB
19-01391950,"1200 E JEFFERSON BLVD, DALLAS, TX, 75203",1,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,02/11/2020 11:59:00 PM,Closed,12/03/2019 01:57:50 PM,01/27/2020 02:38:10 AM,12/03/2019 01:57:50 PM,Investigation Complete,Standard,API,"(32.75490008551762000,-96.81063753499349000)",500t000000Oe7XjAAJ
19-01301237,"4100 LIVE OAK ST, DALLAS, TX, 75204",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/15/2020 11:59:00 PM,Closed (Duplicate),11/06/2019 05:52:44 PM,01/27/2020 01:57:17 AM,11/06/2019 05:52:44 PM,,Standard,API,"(32.79645071380879500,-96.77968873882298000)",500t000000NiNvSAAV
19-01365889,"5903 SINGLETON BLVD, DALLAS, TX, 75212",6,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,02/03/2020 11:59:00 PM,Closed,11/25/2019 08:27:25 AM,01/27/2020 02:24:03 AM,11/25/2019 08:27:25 AM,Investigation Complete,Standard,API,"(32.77872801422079000,-96.91554438923168000)",500t000000OdDrTAAV
19-01232098,"1375 MAIN ST, DALLAS, TX, 75202",14,Transportation,Graffiti Traffic Sign - TRN,5 Business Days,Business Days,11/01/2019 10:59:00 PM,Closed,10/18/2019 10:39:37 AM,01/27/2020 02:22:49 AM,10/18/2019 10:39:37 AM,Work Completed,Standard,API,"(32.78052596083375000,-96.80049792218990000)",500t000000NXXVDAA5
19-01367156,"1208 COMMERCE ST, DALLAS, TX, 75202",14,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,02/03/2020 11:59:00 PM,Closed,11/25/2019 10:54:03 AM,01/27/2020 02:23:53 AM,11/25/2019 10:54:03 AM,Investigation Complete,Standard,API,"(32.77937415394381000,-96.80086581055058000)",500t000000OdGREAA3
19-01444438,"1900 ST LOUIS ST, DALLAS, TX, 75201",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,02/25/2020 11:59:00 PM,New (Duplicate),12/17/2019 08:12:42 PM,01/27/2020 02:05:28 AM,12/17/2019 08:12:42 PM,,Standard,API,"(32.77572225782142000,-96.79052837696970000)",500t000000PxpTaAAJ
19-01193715,"N BUCKNER BLVD & MERCER DR, DALLAS, TX, 75228",9,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,12/17/2019 11:59:00 PM,In Progress,10/08/2019 09:16:15 AM,01/27/2020 02:32:07 AM,10/08/2019 09:16:15 AM,,Standard,Phone,"(32.82242421647461000,-96.69412672773379000)",500t000000N53g6AAB
19-01421083,"2208 IRVING BLVD, DALLAS, TX, 75207",6,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,02/19/2020 11:59:00 PM,Closed,12/11/2019 09:28:47 AM,01/27/2020 02:03:38 AM,12/11/2019 09:28:47 AM,Investigation Complete,Standard,API,"(32.79606145814810000,-96.83310350719340000)",500t000000Of98fAAB
19-01444616,"1333 ST JOSEPH ST, DALLAS, TX, 75204",14,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,02/25/2020 11:59:00 PM,Closed,12/17/2019 08:55:57 PM,01/27/2020 02:05:53 AM,12/17/2019 08:55:57 PM,Investigation Complete,Standard,API,"(32.79518635134230000,-96.78227908675832000)",500t000000PxplFAAR
19-01235091,"2105 HOLMES ST, DALLAS, TX, 75215",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,12/27/2019 11:59:00 PM,Closed,10/19/2019 08:49:59 AM,01/27/2020 02:22:36 AM,10/19/2019 08:49:59 AM,Investigation Complete,Standard,API,"(32.76782321866999600,-96.78582359610309000)",500t000000NYMVfAAP
19-01222323,"250 S RIVERFRONT BLVD, DALLAS, TX, 75207",6,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,12/25/2019 11:59:00 PM,Closed,10/16/2019 08:03:36 AM,01/27/2020 02:50:02 AM,10/16/2019 08:03:36 AM,Investigation Complete,Standard,API,"(32.77524632278556000,-96.81306737809615000)",500t000000NWSwkAAH
19-01192565,"3453 ST FRANCIS AVE, DALLAS, TX, 75228",7,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,12/16/2019 11:59:00 PM,Closed,10/07/2019 09:21:55 PM,01/27/2020 01:54:16 AM,10/07/2019 09:21:55 PM,Investigation Complete,Standard,API,"(32.79808810881403500,-96.69287600528300000)",500t000000N4zFPAAZ
19-01174312,"17795 DALLAS PKWY, DALLAS, TX, 75287",12,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,12/11/2019 11:59:00 PM,Closed (Duplicate),10/02/2019 01:24:03 PM,01/27/2020 01:14:17 AM,10/02/2019 01:24:03 PM,,Standard,API,"(32.99207959902115000,-96.82982418101390000)",500t000000N3jtGAAR
19-01225424,"2024 COMMERCE ST, DALLAS, TX, 75201",14,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,12/25/2019 11:59:00 PM,Closed,10/16/2019 03:00:41 PM,01/27/2020 02:22:10 AM,10/16/2019 03:00:41 PM,Investigation Complete,Standard,API,"(32.78093160928035000,-96.79349005252145000)",500t000000NWhiLAAT
19-01426093,"2503 LEMMON AVE, DALLAS, TX, 75204",14,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,02/20/2020 11:59:00 PM,In Progress,12/12/2019 10:04:19 AM,01/27/2020 02:28:56 AM,12/12/2019 10:04:19 AM,,Standard,API,"(32.80247032047683000,-96.79133623124109000)",500t000000OfPyQAAV
19-01265487,"1203 S HASKELL AVE, DALLAS, TX, 75223",7,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/06/2020 11:59:00 PM,Closed (Duplicate),10/28/2019 11:43:40 AM,01/27/2020 02:51:15 AM,10/28/2019 11:43:40 AM,Investigation Complete,Standard,API,"(32.78390313919352000,-96.75869468527263000)",500t000000NtVirAAF
20-00021357,"500 N BEACON ST, DALLAS, TX, 75214",14,Transportation,Graffiti Traffic Signal - TRN,5 Business Days,Business Days,01/23/2020 08:40:11 AM,Closed,01/08/2020 08:40:12 AM,01/27/2020 02:35:11 AM,01/08/2020 08:40:12 AM,Work Completed,Standard,Proactive,"(32.80366810394121000,-96.75899261607921000)",500t000000Q0GsLAAV
19-01418034,"4721 ROSS AVE, DALLAS, TX, 75204",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,02/18/2020 11:59:00 PM,Closed,12/10/2019 01:43:02 PM,01/27/2020 02:03:07 AM,12/10/2019 01:43:02 PM,Investigation Complete,Standard,API,"(32.80520861599420400,-96.77766232214621000)",500t000000Of1tgAAB
20-00066848,"6700 TRAMMEL DR, DALLAS, TX, 75214",9,Public Works,Graffiti City Streets & Bridges - PBW,7 Business Days,Business Days,02/10/2020 11:59:00 PM,Closed (Transferred),01/21/2020 02:09:35 PM,01/27/2020 02:18:16 AM,01/21/2020 02:09:35 PM,,Standard,Phone,"(32.84611340666193500,-96.74536508757076000)",500t000000R38AxAAJ
19-01423676,"2750 BACHMAN DR, DALLAS, TX, 75220",6,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,02/20/2020 11:59:00 PM,New,12/11/2019 02:53:54 PM,01/27/2020 02:03:55 AM,12/11/2019 02:53:54 PM,,Standard,Phone,"(32.85425459415460400,-96.87211330321068000)",500t000000OfHo8AAF
19-01225203,"1225 BELLEVIEW ST, DALLAS, TX, 75215",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,12/25/2019 11:59:00 PM,Closed,10/16/2019 02:33:17 PM,01/27/2020 02:21:19 AM,10/16/2019 02:33:17 PM,Investigation Complete,Standard,API,"(32.77004265548869000,-96.79362500362475000)",500t000000NWgybAAD
19-01313269,"1924 N HENDERSON AVE, DALLAS, TX, 75206",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/20/2020 11:59:00 PM,Closed,11/11/2019 08:00:39 AM,01/27/2020 02:47:43 AM,11/11/2019 08:00:39 AM,Investigation Complete,Standard,API,"(32.81177263851875000,-96.77472363931423000)",500t000000ObQOGAA3
19-01359532,"2500 SYLVAN AVE, DALLAS, TX, 75212",6,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/31/2020 11:59:00 PM,Closed (Duplicate),11/22/2019 09:58:51 AM,01/27/2020 02:23:26 AM,11/22/2019 09:58:51 AM,Investigation Complete,Standard,API,"(32.77510015988846000,-96.83561192349248000)",500t000000OcyqkAAB
19-01376870,"4405 ROSS AVE, DALLAS, TX, 75204",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,02/05/2020 11:59:00 PM,Closed (Duplicate),11/27/2019 10:58:06 AM,01/27/2020 02:39:12 AM,11/27/2019 10:58:06 AM,,Standard,API,"(32.80220779886665400,-96.78126480104340000)",500t000000OdaxBAAR
19-01248139,"4509 COLUMBIA AVE, DALLAS, TX, 75226",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/01/2020 11:59:00 PM,Closed (Duplicate),10/23/2019 09:12:59 AM,01/27/2020 02:43:32 AM,10/23/2019 09:12:59 AM,Investigation Complete,Standard,API,"(32.79214277247834000,-96.76763713207058000)",500t000000NaGU5AAN
19-01334837,"2924 MAIN ST, DALLAS, TX, 75226",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/24/2020 11:59:00 PM,Closed,11/15/2019 01:38:05 PM,01/27/2020 02:41:46 AM,11/15/2019 01:38:05 PM,Investigation Complete,Standard,API,"(32.78413765896995000,-96.78171963793046000)",500t000000Oc9xpAAB
19-01397416,"800 W JEFFERSON BLVD, DALLAS, TX, 75208",1,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,02/12/2020 11:59:00 PM,Closed,12/04/2019 01:42:56 PM,01/27/2020 02:27:13 AM,12/04/2019 01:42:56 PM,Investigation Complete,Standard,API,"(32.74300405104718000,-96.83585813802340000)",500t000000OeIKHAA3
19-01387596,"810 W JEFFERSON BLVD, DALLAS, TX, 75208",1,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,02/10/2020 11:59:00 PM,New (Duplicate),12/02/2019 02:34:38 PM,01/27/2020 02:39:36 AM,12/02/2019 02:34:38 PM,,Standard,API,"(32.74300485153023000,-96.83603084662225000)",500t000000Ody4iAAB
20-00064534,"N HASKELL AVE & MAIN ST, DALLAS, TX, 75226",2,Transportation,Graffiti Traffic Signal - TRN,5 Business Days,Business Days,02/04/2020 10:05:26 AM,Closed,01/21/2020 10:05:27 AM,01/27/2020 01:47:45 AM,01/21/2020 10:05:27 AM,Work Completed,Standard,Proactive,"(32.78858367678653000,-96.77071246625918000)",500t000000R33KTAAZ
19-01360802,"1500 CORINTH ST, DALLAS, TX, 75215",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/31/2020 11:59:00 PM,Closed (Duplicate),11/22/2019 12:49:12 PM,01/27/2020 02:23:18 AM,11/22/2019 12:49:12 PM,,Standard,API,"(32.76724850524006000,-96.78653881390083000)",500t000000Od195AAB
19-01411357,"5015 GASTON AVE, DALLAS, TX, 75214",14,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,02/17/2020 11:59:00 PM,Closed,12/09/2019 09:28:05 AM,01/27/2020 02:55:05 AM,12/09/2019 09:28:05 AM,Investigation Complete,Standard,API,"(32.80179429970398000,-96.76758507511579000)",500t000000OelOrAAJ
19-01418457,"4903 WORTH ST, DALLAS, TX, 75214",14,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,02/18/2020 11:59:00 PM,In Progress (Duplicate),12/10/2019 02:33:57 PM,01/27/2020 02:55:36 AM,12/10/2019 02:33:57 PM,,Standard,API,"(32.79877379738676000,-96.76760253343416000)",500t000000Of2k1AAB
19-01270013,"6430 ETHEL DR, DALLAS, TX, 75227",5,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/07/2020 11:59:00 PM,Closed,10/29/2019 11:28:59 AM,01/27/2020 02:51:23 AM,10/29/2019 11:28:59 AM,Investigation Complete,Standard,API,"(32.76525414978997000,-96.71052331573668000)",500t000000NuMkZAAV
19-01287762,"4734 TREMONT ST, DALLAS, TX, 75246",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/13/2020 11:59:00 PM,Closed (Duplicate),11/04/2019 09:07:48 AM,01/27/2020 02:10:57 AM,11/04/2019 09:07:48 AM,Investigation Complete,Standard,API,"(32.79639279061109000,-96.76826446273124000)",500t000000NvHwAAAV
19-01378036,"4807 GASTON AVE, DALLAS, TX, 75246",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,02/05/2020 11:59:00 PM,New,11/27/2019 01:42:40 PM,01/27/2020 02:39:08 AM,11/27/2019 01:42:40 PM,,Standard,API,"(32.79908750363719600,-96.77085824936843000)",500t000000OddFGAAZ
19-01169819,"2612 MAIN ST, DALLAS, TX, 75226",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,12/10/2019 11:59:00 PM,Closed,10/01/2019 02:03:42 PM,01/27/2020 01:13:19 AM,10/01/2019 02:03:42 PM,Investigation Complete,Standard,API,"(32.78329104142131500,-96.78599470096866000)",500t000000N3PcQAAV
19-01171721,"ELM ST & N PEARL EXPY, DALLAS, TX, 75201",14,Transportation,Graffiti Traffic Signal - TRN,5 Business Days,Business Days,10/16/2019 07:32:54 AM,Closed,10/02/2019 07:32:54 AM,01/27/2020 01:13:05 AM,10/02/2019 07:32:54 AM,Work Completed,Standard,Proactive,"(32.78284271566103000,-96.79247692798421000)",500t000000N3a6UAAR
19-01172097,"1127 COMAL ST, DALLAS, TX, 75203",4,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,12/11/2019 11:59:00 PM,Closed,10/02/2019 08:18:55 AM,01/27/2020 01:14:13 AM,10/02/2019 08:18:55 AM,Investigation Complete,Standard,API,"(32.75743058082601000,-96.80754222189928000)",500t000000N3azKAAR
19-01367247,"1208 COMMERCE ST, DALLAS, TX, 75202",14,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,02/03/2020 11:59:00 PM,In Progress,11/25/2019 11:03:35 AM,01/27/2020 02:24:02 AM,11/25/2019 11:03:35 AM,,Standard,API,"(32.77937415394381000,-96.80086581055058000)",500t000000OdGZrAAN
19-01227663,"900 W JEFFERSON BLVD, DALLAS, TX, 75208",1,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,12/26/2019 11:59:00 PM,Closed,10/17/2019 10:18:39 AM,01/27/2020 02:21:11 AM,10/17/2019 10:18:39 AM,Investigation Complete,Standard,API,"(32.74301217060739000,-96.83767985270820000)",500t000000NWva0AAD
19-01307986,"1910 WALL ST, DALLAS, TX, 75215",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/17/2020 11:59:00 PM,Closed,11/08/2019 12:33:11 PM,01/27/2020 01:58:26 AM,11/08/2019 12:33:11 PM,Investigation Complete,Standard,API,"(32.76663982658004000,-96.79015182794420000)",500t000000NidD7AAJ
19-01275902,"7314 CORTLAND AVE, DALLAS, TX, 75235",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/08/2020 11:59:00 PM,Closed,10/30/2019 03:49:32 PM,01/27/2020 02:40:38 AM,10/30/2019 03:49:32 PM,Investigation Complete,Standard,API,"(32.83406393431183500,-96.84973948190748000)",500t000000Nuts9AAB
19-01425439,"2314 ROYAL LN, DALLAS, TX, 75229",6,Public Works,Graffiti City Streets & Bridges - PBW,7 Business Days,Business Days,12/31/2019 11:59:00 PM,Closed (Transferred),12/11/2019 04:00:19 PM,01/27/2020 02:03:44 AM,12/11/2019 04:00:19 PM,,Standard,API,"(32.89538927640658000,-96.90152458954344000)",500t000000OfOiqAAF
19-01213934,"400 N ZANG BLVD, DALLAS, TX, 75208",1,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,12/23/2019 11:59:00 PM,Closed,10/14/2019 09:39:23 AM,01/27/2020 02:49:40 AM,10/14/2019 09:39:23 AM,Investigation Complete,Standard,API,"(32.74810121297239400,-96.82435425891424000)",500t000000N6WvNAAV
19-01235699,"3000 ELM ST, DALLAS, TX, 75226",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,12/27/2019 11:59:00 PM,Closed (Duplicate),10/19/2019 02:42:34 PM,01/27/2020 02:22:36 AM,10/19/2019 02:42:34 PM,Investigation Complete,Standard,API,"(32.78510529902903400,-96.78071792091808000)",500t000000NYVu9AAH
19-01238878,"3000 ELM ST, DALLAS, TX, 75226",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,12/30/2019 11:59:00 PM,Closed (Duplicate),10/21/2019 09:53:39 AM,01/27/2020 02:53:27 AM,10/21/2019 09:53:39 AM,Investigation Complete,Standard,API,"(32.78510529902903400,-96.78071792091808000)",500t000000NZJXoAAP
19-01396675,"4910 COLUMBIA AVE, DALLAS, TX, 75214",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,02/12/2020 11:59:00 PM,Closed,12/04/2019 12:23:34 PM,01/27/2020 02:26:47 AM,12/04/2019 12:23:34 PM,Investigation Complete,Standard,API,"(32.79533730514747000,-96.76309092982860000)",500t000000OeGyFAAV
